Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
120,Dick Schnittker\schnidi01,SF,22,WSC,29,,,3.0,7.2,.411,,,,3.0,7.2,.411,.411,4.2,4.9,.866,,,5.3,1.4,,,,2.8,10.2
121,Fred Scolari\scolafr01,G,28,TOT,66,,,4.6,14.0,.327,,,,4.6,14.0,.327,.327,4.2,5.0,.843,,,3.3,3.9,,,,2.8,13.4
122,George Senesky\senesge01,PG,28,PHW,65,,,3.8,10.8,.354,,,,3.8,10.8,.354,.354,2.8,3.7,.761,,,5.0,5.3,,,,2.2,10.4
123,Paul Seymour\seymopa01,G-F,23,SYR,51,,,2.5,7.5,.325,,,,2.5,7.5,.325,.325,2.3,3.1,.736,,,3.8,3.7,,,,2.7,7.2
124,Carl Shaeffer\shaefca01,F-G,26,INO,10,,,0.6,2.2,.273,,,,0.6,2.2,.273,.273,0.3,0.3,1.000,,,1.0,0.6,,,,1.5,1.5
125,Bill Sharman*\sharmbi01,SG,24,WSC,31,,,4.5,12.3,.370,,,,4.5,12.3,.370,.370,3.1,3.5,.889,,,3.5,1.3,,,,2.8,12.2
126,Connie Simmons\simmoco01,C-F,25,NYK,66,,,3.5,9.3,.374,,,,3.5,9.3,.374,.374,2.2,3.2,.702,,,6.5,1.8,,,,3.4,9.2
127,Belus Smawley\smawlbe01,SG,32,TOT,60,,,4.2,11.1,.380,,,,4.2,11.1,.380,.380,3.8,4.5,.850,,,3.0,2.7,,,,2.4,12.2
127,Belus Smawley\smawlbe01,SG,32,SYR,16,,,2.5,7.4,.339,,,,2.5,7.4,.339,.339,2.8,3.4,.815,,,3.0,2.3,,,,2.3,7.8
127,Belus Smawley\smawlbe01,SG,32,BLB,44,,,4.8,12.4,.389,,,,4.8,12.4,.389,.389,4.2,4.8,.859,,,3.0,2.8,,,,2.5,13.8
128,Ed Stanczak\stanced01,F,29,BOS,19,,,0.6,2.6,.240,,,,0.6,2.6,.240,.240,1.9,2.4,.800,,,1.9,0.4,,,,2.5,3.2
129,Mike Todorovich\todormi01,F-C,27,TRI,66,,,3.3,10.8,.309,,,,3.3,10.8,.309,.309,3.2,4.6,.701,,,6.9,2.7,,,,3.0,9.9
130,Gene Vance\vancege01,G-F,27,TRI,29,,,1.6,3.9,.404,,,,1.6,3.9,.404,.404,1.6,2.3,.701,,,3.2,2.0,,,,3.4,4.8
131,Ernie Vandeweghe\vandeer01,F-G,22,NYK,44,,,3.1,7.6,.402,,,,3.1,7.6,.402,.402,1.5,2.2,.701,,,4.4,2.8,,,,3.3,7.7
132,Brady Walker\walkebr01,PF,29,TOT,66,,,2.5,6.3,.394,,,,2.5,6.3,.394,.394,1.1,1.6,.699,,,5.4,1.7,,,,1.2,6.1
132,Brady Walker\walkebr01,PF,29,BOS,17,,,0.8,1.9,.394,,,,0.8,1.9,.394,.394,0.3,0.5,.556,,,1.8,0.5,,,,0.6,1.8
132,Brady Walker\walkebr01,PF,29,BLB,49,,,3.1,7.8,.394,,,,3.1,7.8,.394,.394,1.4,1.9,.713,,,6.6,2.1,,,,1.4,7.5
133,Paul Walther\walthpa01,SG,23,INO,63,,,3.4,10.1,.336,,,,3.4,10.1,.336,.336,2.3,3.3,.694,,,3.6,3.6,,,,3.2,9.1
134,Bobby Wanzer*\wanzebo01,G,29,ROC,68,,,3.7,9.2,.401,,,,3.7,9.2,.401,.401,3.4,4.0,.850,,,3.4,2.7,,,,1.9,10.8
135,Max Zaslofsky\zasloma01,SG,25,NYK,66,,,4.6,12.9,.354,,,,4.6,12.9,.354,.354,3.5,4.5,.775,,,3.5,2.1,,,,2.3,12.7
